"device_database_name","address","name","version","logging_interval","last_pointer","mode","last_download","thresholds","calibration_temp","calibration_dewp","calibration_press","calibration_humi"
"184","2019-Jul-12 02:01","12.2","46.2","1.0","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"185","2019-Jul-12 03:01","13.7","42.2","1.1","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"186","2019-Jul-12 04:01","12.8","40.6","-0.2","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"187","2019-Jul-12 05:01","13.1","38.8","-0.5","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"188","2019-Jul-12 06:01","12.5","40.5","-0.5","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"189","2019-Jul-12 07:01","14.0","44.1","2.0","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"190","2019-Jul-12 08:01","20.2","38.9","5.8","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"191","2019-Jul-12 09:01","22.1","36.4","6.6","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"192","2019-Jul-12 10:01","23.4","31.6","5.7","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"193","2019-Jul-12 11:01","23.1","34.3","6.6","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"194","2019-Jul-12 12:01","18.4","38.6","4.1","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"195","2019-Jul-12 13:01","11.4","63.2","4.6","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"196","2019-Jul-12 14:01","18.0","47.4","6.7","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"197","2019-Jul-12 15:01","16.6","44.7","4.5","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"198","2019-Jul-12 16:01","17.5","49","6.7","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"199","2019-Jul-12 17:01","21.2","39.3","6.9","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"200","2019-Jul-12 18:01","21.7","32.7","4.7","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"201","2019-Jul-12 19:01","18.9","42.6","5.9","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"202","2019-Jul-12 20:01","16.0","48.8","5.2","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"203","2019-Jul-12 21:01","11.9","62.3","4.9","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"204","2019-Jul-12 22:01","13.1","59.1","5.3","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"205","2019-Jul-12 23:01","12.3","58.1","4.3","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"206","2019-Jul-13 00:01","13.0","51.7","3.3","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"207","2019-Jul-13 01:01","14.2","44.8","2.4","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"208","2019-Jul-13 02:01","13.7","45.5","2.1","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"209","2019-Jul-13 03:01","12.0","51.4","2.3","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"210","2019-Jul-13 04:01","13.3","45.8","1.9","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"211","2019-Jul-13 05:01","12.3","48","1.6","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"212","2019-Jul-13 06:01","12.8","47.3","1.9","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"213","2019-Jul-13 07:01","15.5","48.5","4.7","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"214","2019-Jul-13 08:01","17.0","46.4","5.4","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"215","2019-Jul-13 09:01","19.2","46.7","7.6","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"216","2019-Jul-13 10:01","24.0","33.8","7.2","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"217","2019-Jul-13 11:01","24.5","27.9","4.8","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"218","2019-Jul-13 12:01","25.5","28","5.8","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"219","2019-Jul-13 13:01","24.9","31.9","7.1","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"220","2019-Jul-13 14:01","24.5","31.3","6.5","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"221","2019-Jul-13 15:01","25.1","32.2","7.4","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"222","2019-Jul-13 16:01","23.6","29.1","4.7","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"223","2019-Jul-13 17:01","20.8","41.3","7.2","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"224","2019-Jul-13 18:01","17.0","67.6","11.0","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"225","2019-Jul-13 19:01","13.7","59.7","6.0","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"226","2019-Jul-13 20:01","15.4","58.6","7.3","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"227","2019-Jul-13 21:01","14.2","59.3","6.4","2427","1","2019-10-13 12:25:16","","0","0","0","0"
